"x","y"
0.427372902579514,0.473048048048048
0.46823347107438,0.289414414414414
0.448065364387678,0.459740990990991
0.542592393832066,0.472490347490348
0.438141748059104,0.478925353925354
0.52393158615813,0.468766560678325
0.459508086519831,0.367057847321006
0.460555972952667,0.281134075251722
0.420401718632607,0.449570664414414
0.466632783842313,0.305445151033386
0.433942535006365,0.491748499727223
0.515846631205674,0.416278812056738
0.472419227738377,0.275878081729145
0.438045161816255,0.440113719735876
0.483016543470609,0.34342035864979
0.464559134107709,0.197784810126582
0.526955677958846,0.451826034895655
0.477749283451501,0.357481916817359
0.531276713430885,0.398244424352019
0.422102185037771,0.455696202531646
0.480439483079398,0.264654912597951
0.531259705571775,0.452275688756516
0.411671532393317,0.465771593447506
0.485690868110101,0.243601556101556
0.43540257951415,0.468843843843843
0.505811640959915,0.235128510863805
0.484581713651063,0.41186839012926
0.488401577761082,0.230662302927928
0.485671353439948,0.438787001287001
0.510320692791332,0.444093764817449
0.432864015018186,0.449050632911392
0.36084711955884,0.310038677918424
0.440223516153268,0.437148085585586
0.489436513899324,0.283738738738739
0.434895682829567,0.467255717255717
0.519596794390183,0.475647522522523
0.467697033694922,0.435989643268125
0.482893347412883,0.319356540084388
0.439206516820033,0.49124095840868
0.538428608122378,0.500213821416353
0.491484580185741,0.306475170399222
0.465153115100317,0.271518987341772
0.439248944033791,0.476166930379747
0.544812565997888,0.479364451476793
0.541686666026687,0.540204257767549
0.402270327349525,0.51993670886076
0.463320703149264,0.247300819061802
0.482504559854084,0.212492807825087
0.527528452422855,0.416820499296766
0.427518479408659,0.487879746835443
0.490246206858223,0.431045969353764
0.437203009503696,0.428846914556962
0.474612812390003,0.260350738396625
0.424383219736968,0.438938434982739
0.49448550979702,0.456926863572434
0.530623020063358,0.47265625
0.458135339669131,0.252373417721519
0.432418162618796,0.479430379746835
0.463713161178843,0.483745684695052
0.459364157489817,0.274751356238698
0.461424234424498,0.455992879746835
0.420865892291447,0.46876582278481
0.520701337557198,0.484506856540084
0.444402704733283,0.438129305776365
0.489384200128001,0.258675342008676
0.474220510894065,0.454954954954955
0.48865697898151,0.293822786200834
0.405539772727273,0.453943201013513
0.473746040126716,0.241040348101266
0.477824709609293,0.480904775604142
0.411423069755886,0.51093633655994
0.477861122237192,0.295367743343517
0.478289334741288,0.28253164556962
0.525280333886458,0.426160337552742
0.441700446230882,0.463071661902818
0.479465228541258,0.277859403254973
0.481835859813497,0.307962374138845
0.535600762873494,0.457911036036036
0.287753568745304,0.461500563063063
0.430658218936994,0.420622362869198
0.462785190873892,0.215405638665133
0.472016895459345,0.440120648734177
0.525418615175743,0.477226491862568
0.421208675168548,0.481225657254138
0.519370380147835,0.462816455696203
0.445798003649243,0.425474581724582
0.476208364638116,0.259407845345346
0.471421140842628,0.494802494802494
0.576684397163121,0.493424940898346
0.556422379826635,0.380732860520094
0.540531292770935,0.276082493467711
0.459477296726505,0.415545886075949
0.48323253655883,0.238300728807058
0.428590285110876,0.47235957278481
0.533195533487609,0.460813358470241
0.446579423744154,0.455752712477396
0.545558432541117,0.459261747875845
0.493083421330517,0.425474683544304
0.416287714025861,0.44342697961119
0.458533202334855,0.283610533610534
0.423921863260706,0.481711711711712
0.474380165289256,0.268693693693694
0.465336213373403,0.423226351351351
0.499812171299775,0.310247747747748
0.498443705055275,0.398246460746461
0.440134838762082,0.426996105160661
0.441129883843717,0.428738132911392
0.479144667370644,0.239504219409283
0.535246091637263,0.444407996295153
0.505581535676572,0.276898734177215
0.47419922562478,0.438739451476793
0.503786025188658,0.189294535350416
0.525607180570222,0.542325949367089
0.524727208729321,0.477056962025316
0.547518479408659,0.518987341772152
0.521119324181626,0.465189873417722
0.459081309398099,0.303401898734177
0.515526003167899,0.463335640822785
0.510031678986272,0.522943037974684
0.53194297782471,0.470886075949367
0.479408658922914,0.331487341772152
0.459539821041516,0.451657228514324
0.552643021305672,0.460489575577066
0.406441393875396,0.415506329113924
0.482268567405843,0.29146888185654
0.450961569229785,0.448024549290372
0.502984389348025,0.243587337337338
0.43644559797828,0.415489352989353
0.446622498463219,0.287366912366912
0.453560973082204,0.227749301025163
0.418894830659536,0.43430930930931
0.466401202103681,0.440878378378378
0.478837966441272,0.271615365365365
0.511691191292078,0.47168204790156
0.433696468820436,0.486158033033033
0.543415262423524,0.471685971685972
0.487836472447473,0.295899347623485
0.531675432006011,0.487252252252252
0.445369277594882,0.375744601638123
0.521731784582893,0.435126582278481
0.403940073917635,0.443136867088608
0.467693141927566,0.205867259664728
0.452569517775431,0.4375
0.460353268695401,0.268304085155351
0.434948081661387,0.436708860759494
0.420274551214361,0.393987341772152
0.364308342133052,0.348101265822785
0.433474128827878,0.438291139240506
0.414315884748831,0.442614150090416
0.376187961985216,0.363132911392405
0.475373359481068,0.242003842676312
0.474304822245688,0.43782964135021
0.523331824810177,0.45637432188065
0.437022175290391,0.463196202531646
0.528225096796903,0.440071202531646
0.503240045078888,0.451740803303303
0.479370147758578,0.224662162162162
0.44465314300025,0.489145395395395
0.49660979269716,0.261867088607595
0.528393758066409,0.413502109704641
0.475966209081309,0.272310126582278
0.442508506394462,0.456487341772152
