X1,X2
3.5662759596796407,8.05779229521056
7.988348543008172,4.153910613835874
4.368442405172388,5.601579526923591
2.763621910241646,7.454118264131579
6.174496288860133,4.26242393628723
8.048161973925762,7.8157947644836225
2.3607149094504805,8.198893622160476
6.224384495420061,10.526561294746468
7.67825613810775,7.6636209605551855
8.737470378570727,7.863033692890769
8.563720879455598,7.841080867778204
7.1710130077538015,6.87847986447926
3.319929659101704,8.3860553089721
8.040190017976975,8.116894154181997
3.1488511170779194,8.828543752166347
8.133433420917113,7.959765213063286
5.635749718744327,3.4138280440245294
7.0567179728378395,4.528099648357053
4.363545771205152,4.55157103925803
5.039740276586976,3.050755187126446
5.964715372612487,3.239573059679733
3.795390101844476,5.4322455102344005
7.0451642239601515,9.114864627575475
5.9370368650087615,4.009298195703384
4.123729612186288,5.127895535894857
2.9744958799964576,7.932986050905626
4.875705201703822,5.644467452601925
7.060793420737982,3.854655298222942
3.2562494377463214,8.221426879869114
3.2171992356074206,7.99900171303168
2.5486361010387406,8.310898603670262
7.110958440729391,5.667724979992946
4.840736692159153,5.324060476064145
3.2099332707596195,8.065267144668885
8.150184191482579,7.892834347643588
5.136713371831031,5.341860471300684
7.242843037064441,8.600585147399954
2.75569325371943,7.513798178068615
5.435194851970274,5.004383209890949
3.697643238407064,3.3658977529224163
5.358724593447111,3.550831448853952
2.79799623317864,8.566949548335971
5.597263660231326,5.58997745393947
7.064049575976732,4.971402050035347
1.2347410212948846,2.838834548118316
5.572238002511016,5.343708292407684
3.2553023004011146,7.933782239265571
4.349831588864143,4.4028475655327
6.955705137316883,4.699062023695528
3.1475298350208845,7.345839123040356
6.607856156646903,4.07013563563602
7.291966383831781,5.022078087707574
5.712873536688535,5.258318071598537
9.086139023652368,7.674778237943458
3.9215280022516064,4.442018506878783
3.248623077886023,5.698076833442951
4.747443631510277,1.3985174523606725
7.293540321602102,5.419989612144062
-0.16784431690150559,2.2524106860921695
3.082583410242872,7.764222346309625
5.773078452375116,6.6757319442297405
5.459940471973154,3.020693346771277
7.619590445758671,8.0279373183792
4.778996509349955,4.19108498934126
5.183846199922571,6.597508411703364
4.298987006063955,4.045960788864961
2.8093858109953644,7.399086040894633
